determinand.definition,sample.sampleDateTime,sample.samplingPoint.easting,sample.samplingPoint.northing,sample.sampledMaterialType.label,Ammoniacal Nitrogen as N,pH,"Nitrogen, Total Oxidised as N",Nitrate as N,Nitrite as N,"Orthophosphate, reactive as P","Oxygen, Dissolved, % Saturation",Salinity : In Situ,Temperature of Water,BOD : 5 Day ATU,"Oxygen, Dissolved as O2","Nitrate, Filtered as N","Ammoniacal Nitrogen, Filtered as N","Nitrite, Filtered as N","Orthophosphate, Filtered as P","Nitrogen, Total Oxidised, Filtered as N",Turbidity : In Situ,Chlorophyll : Acetone Extract,Sample Depth below surface,Water Depth,Volume of Sample Filtered,NGR : Easting,NGR : Northing,"Nitrogen, Dissolved Inorganic : as N",Time of high tide,Time of sampling relative to previous high water,"Silicate, Filtered as SiO2"
3027,2020-02-28T07:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,4.41,,,,,,,,,,,,,,,,,
3028,2020-03-02T13:09:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,8.36,5.4,5.39,0.0067,0.055,102.5,,9.0,3.0,11.8,,,,,,,,,,,,,,,,
3029,2020-03-05T12:16:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,7.62,5.5,5.5,0.004,0.036000000000000004,97.8,,8.8,,11.3,,,,,,,,,,,,,,,,
3030,2020-03-19T11:48:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.27,,,,,,,,,,,,,,,,,
3031,2020-03-20T11:33:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,
3032,2020-03-25T06:53:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,6.77,,,,,,,,,,,,,,,,,
3033,2020-04-06T09:01:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,2.71,,,,,,,,,,,,,,,,,
3034,2020-04-07T08:33:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,7.16,,,,,,,,,,,,,,,,,
3035,2020-04-20T06:50:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,4.83,,,,,,,,,,,,,,,,,
3036,2020-05-21T11:15:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
3037,2020-05-22T10:53:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,13.1,,,,,,,,,,,,,,,,,
3038,2020-05-28T06:55:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,8.93,,,,,,,,,,,,,,,,,
3039,2020-06-03T07:00:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,7.93,,,,,,,,,,,,,,,,,
3040,2020-07-04T09:56:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
3041,2020-07-05T10:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,
3042,2020-07-06T09:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,
3043,2020-07-07T10:20:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,5.25,,,,,,,,,,,,,,,,,
3044,2020-07-13T07:00:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,5.53,,,,,,,,,,,,,,,,,
3045,2020-08-05T07:00:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,
3046,2020-08-11T09:38:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
3047,2020-08-12T10:20:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,23.3,,,,,,,,,,,,,,,,,
3048,2020-09-07T09:21:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.37,,,,,,,,,,,,,,,,,
3049,2020-09-08T09:07:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,13.8,,,,,,,,,,,,,,,,,
3050,2020-09-16T06:50:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,8.84,,,,,,,,,,,,,,,,,
3051,2020-10-02T09:27:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,
3052,2020-10-03T09:46:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,
3053,2020-10-13T07:02:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,16.9,,,,,,,,,,,,,,,,,
3054,2020-10-22T08:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,4.17,,,,,,,,,,,,,,,,,
3055,2020-11-10T09:01:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,2.44,,,,,,,,,,,,,,,,,
3056,2020-11-11T08:50:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,6.17,,,,,,,,,,,,,,,,,
3057,2020-11-13T09:09:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,4.52,,,,,,,,,,,,,,,,,
3058,2020-11-17T13:34:00,471073,106778,RIVER / RUNNING SURFACE WATER,,,1.9,1.89,0.011,,,,,,,,,,,,,,,,,,,,,,
3059,2020-12-02T09:43:00,468670,99700,ESTUARINE WATER,,,,,,,81.1,34.33,10.6,,7.28,0.14800000000000002,0.02,0.012,0.016,0.16,8.3,0.5,0.2,12.8,1000.0,468688.0,99677.0,0.18,12.29,9.23,0.43
3060,2020-12-02T09:55:00,468380,101980,ESTUARINE WATER,,,,,,,83.5,34.21,10.0,,7.6,0.158,0.021,0.012,0.016,0.17,10.1,0.53,0.2,5.0,1000.0,468377.0,101938.0,0.191,12.29,9.35,0.48
3061,2020-12-02T10:09:00,467500,104000,ESTUARINE WATER,,,,,,,81.8,34.06,8.8,,7.66,0.138,0.037000000000000005,0.012,0.014,0.15,8.6,0.67,0.2,2.4,1000.0,467533.0,103969.0,0.187,12.29,9.49,0.58
3062,2020-12-02T10:27:00,469000,101200,ESTUARINE WATER,,,,,,,82.9,34.33,10.6,,7.44,0.138,0.02,0.012,0.016,0.15,9.5,0.83,0.2,6.6,1000.0,469000.0,101191.0,0.17,12.29,10.07,0.43
3063,2020-12-02T10:37:00,470300,102000,ESTUARINE WATER,,,,,,,82.3,34.33,10.4,,7.42,0.138,0.02,0.012,0.016,0.15,7.8,0.55,0.2,7.3,1000.0,470295.0,102013.0,0.17,12.29,10.17,0.42
3064,2020-12-02T10:49:00,470600,103800,ESTUARINE WATER,,,,,,,83.7,34.01,9.3,,7.75,0.16899999999999998,0.033,0.011,0.015,0.18,9.9,0.86,0.2,5.3,1000.0,470579.0,103794.0,0.213,12.29,10.29,0.53
3065,2020-12-02T10:56:00,470300,104550,ESTUARINE WATER,,,,,,,80.8,33.82,9.1,,7.53,0.199,0.038,0.011,0.014,0.21,7.6,0.73,0.2,5.5,1000.0,470324.0,104542.0,0.248,12.29,10.36,0.56
3066,2020-12-02T11:09:00,471800,104300,ESTUARINE WATER,,,,,,,82.5,33.98,9.2,,7.66,0.188,0.036000000000000004,0.012,0.015,0.2,9.5,0.77,0.2,3.4,1000.0,471775.0,104273.0,0.236,12.29,10.49,0.56
3067,2020-12-02T11:46:00,466500,93300,SEA WATER,,,,,,,82.7,34.4,11.1,,7.34,0.14800000000000002,0.01,0.012,0.021,0.16,6.3,0.64,0.2,33.0,1000.0,466463.0,93285.0,0.17,12.29,11.26,0.37
3068,2020-12-02T12:41:00,464200,96000,SEA WATER,,,,,,,84.5,34.51,11.0,,7.51,0.128,0.0095,0.012,0.016,0.14,7.8,0.79,0.2,15.6,1000.0,464201.0,96002.0,0.15,12.29,0.12,0.33
3069,2020-12-14T10:19:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.33,,,,,,,,,,,,,,,,,
3070,2020-12-15T11:00:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,10.2,,,,,,,,,,,,,,,,,
3071,2021-01-10T12:38:00,464200,96000,SEA WATER,,,,,,,95.7,33.92,5.7,,9.64,0.234,0.006999999999999999,0.0065,0.018000000000000002,0.24,4.4,0.77,0.2,13.21,1000.0,464187.0,95896.0,0.247,7.52,4.46,0.56
3072,2021-01-10T12:55:00,466500,93300,SEA WATER,,,,,,,95.7,34.31,6.9,,9.35,0.166,0.006999999999999999,0.0037,0.016,0.17,5.2,0.92,0.2,31.36,1000.0,466561.0,93208.0,0.177,7.52,5.03,0.41
3073,2021-01-12T08:38:00,471073,106778,RIVER / RUNNING SURFACE WATER,,,1.4,1.37,0.033,,,,,,,,,,,,,,,,,,,,,,
3074,2021-01-12T10:29:00,468670,99700,ESTUARINE WATER,,,,,,,100.9,33.83,6.4,,10.0,0.245,0.02,0.0053,0.019,0.25,16.0,0.5,0.2,13.9,1000.0,468695.0,99694.0,0.27,10.38,12.12,0.55
3075,2021-01-12T10:43:00,468380,101980,ESTUARINE WATER,,,,,,,101.0,33.87,6.7,,9.94,0.245,0.02,0.0053,0.02,0.25,10.8,2.5,0.2,6.5,1000.0,468343.0,101966.0,0.27,10.38,0.05,0.53
3076,2021-01-12T10:59:00,467500,104000,ESTUARINE WATER,,,,,,,100.7,33.79,6.7,,9.92,0.245,0.02,0.0054,0.018000000000000002,0.25,12.4,2.0,0.2,3.8,1000.0,467534.0,103968.0,0.27,10.38,0.21,0.58
3077,2021-01-12T11:17:00,469000,101200,ESTUARINE WATER,,,,,,,100.8,33.84,6.6,,9.95,0.235,0.02,0.0049,0.018000000000000002,0.24,12.1,1.4,0.2,6.6,1000.0,468984.0,101176.0,0.26,10.38,0.39,0.53
3078,2021-01-12T11:25:00,470300,102000,ESTUARINE WATER,,,,,,,100.9,33.8,6.7,,9.94,0.255,0.02,0.0053,0.018000000000000002,0.26,11.3,1.3,0.2,7.8,1000.0,470277.0,101983.0,0.28,10.38,0.47,0.57
3079,2021-01-12T11:35:00,470600,103800,ESTUARINE WATER,,,,,,,100.9,32.34,6.0,,10.2,0.35600000000000004,0.02,0.0045,0.015,0.36,15.4,1.6,0.2,6.8,1000.0,470564.0,103774.0,0.38,10.38,0.57,0.68
3080,2021-01-12T11:41:00,470300,104550,ESTUARINE WATER,,,,,,,101.2,32.99,5.8,,10.2,0.444,0.025,0.0061,0.017,0.45,9.0,1.6,0.2,5.7,1000.0,470323.0,104554.0,0.475,10.38,1.03,0.88
3081,2021-01-12T11:50:00,471800,104300,ESTUARINE WATER,,,,,,,101.1,33.64,6.3,,10.1,0.275,0.02,0.0055,0.018000000000000002,0.28,20.5,,0.2,3.5,1000.0,471765.0,104274.0,0.3,10.38,1.12,0.62
3082,2021-01-13T08:55:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,9.74,,,,,,,,,,,,,,,,,
3083,2021-01-26T09:02:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
3084,2021-01-27T11:30:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,8.57,,,,,,,,,,,,,,,,,
3085,2021-02-03T09:04:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,5.45,,,,,,,,,,,,,,,,,
3086,2021-02-03T12:33:00,464200,96000,SEA WATER,,,,,,,99.5,33.09,7.4,,9.69,0.34600000000000003,0.011,0.0043,0.021,0.35,18.4,1.0,0.2,10.17,1000.0,464114.0,96040.0,0.361,15.23,9.19,0.72
3087,2021-02-04T10:44:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,6.22,,,,,,,,,,,,,,,,,
3088,2021-02-04T13:36:00,466500,93300,SEA WATER,,,,,,,99.9,32.74,7.5,,9.73,0.385,0.016,0.0046,0.022,0.39,7.0,1.1,0.2,26.7,1000.0,466491.0,93320.0,0.406,4.26,9.1,0.81
3089,2021-02-07T07:40:00,468670,99700,ESTUARINE WATER,,,,,,,99.1,32.8,7.2,,9.72,0.345,0.02,0.0046,0.017,0.35,10.4,1.1,0.2,14.24,1000.0,468672.0,99678.0,0.37,7.13,0.27,0.69
3090,2021-02-07T08:05:00,471800,104300,ESTUARINE WATER,,,,,,,97.7,32.2,7.3,,9.6,0.455,0.03,0.0054,0.018000000000000002,0.46,5.4,0.5,0.2,3.56,1000.0,471562.0,104202.0,0.49,7.13,0.52,0.85
3091,2021-02-07T08:15:00,470300,104550,ESTUARINE WATER,,,,,,,98.4,31.34,7.3,,9.72,0.542,0.078,0.0079,0.021,0.55,2.6,1.3,0.2,5.78,1000.0,470339.0,104541.0,0.628,7.13,1.0,1.1
3092,2021-02-07T08:19:00,470600,103800,ESTUARINE WATER,,,,,,,99.2,31.83,7.3,,9.77,0.484,0.043,0.0059,0.018000000000000002,0.49,3.1,0.55,0.2,4.83,1000.0,470577.0,103848.0,0.5329999999999999,7.13,1.06,0.94
3093,2021-02-07T08:27:00,470300,102000,ESTUARINE WATER,,,,,,,99.3,32.87,7.3,,9.71,0.335,0.02,0.0055,0.018000000000000002,0.34,6.3,0.72,0.2,7.83,1000.0,470315.0,102041.0,0.36,7.13,1.14,0.7
3094,2021-02-07T08:35:00,469000,101200,ESTUARINE WATER,,,,,,,99.3,32.91,7.2,,9.73,0.276,0.02,0.004,0.014,0.28,6.7,0.5,0.2,7.76,1000.0,469063.0,101232.0,0.3,7.13,1.22,0.6
3095,2021-02-07T08:43:00,468380,101980,ESTUARINE WATER,,,,,,,98.9,32.88,7.0,,9.74,0.345,0.02,0.0051,0.017,0.35,6.7,0.5,0.2,5.69,1000.0,468367.0,101960.0,0.37,7.13,1.3,0.72
3096,2021-02-07T08:55:00,467500,104000,ESTUARINE WATER,,,,,,,98.9,32.89,7.2,,9.69,0.335,0.02,0.0051,0.018000000000000002,0.34,10.1,0.5,0.2,3.7,1000.0,467666.0,103327.0,0.36,7.13,1.42,0.72
3097,2021-02-25T09:35:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,9.13,,,,,,,,,,,,,,,,,
3098,2021-03-02T08:53:00,471073,106778,RIVER / RUNNING SURFACE WATER,,,2.6,2.59,0.012,,,,,,,,,,,,,,,,,,,,,,
3099,2021-03-25T08:12:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,5.02,,,,,,,,,,,,,,,,,
3100,2021-03-29T09:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.16,,,,,,,,,,,,,,,,,
3101,2021-03-30T08:47:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,6.57,,,,,,,,,,,,,,,,,
3102,2021-04-16T08:33:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,
3103,2021-04-19T09:13:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,2.47,,,,,,,,,,,,,,,,,
3104,2021-04-20T10:43:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.73,,,,,,,,,,,,,,,,,
3105,2021-04-28T09:00:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.08,,,,,,,,,,,,,,,,,
3106,2021-04-29T10:39:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,2.45,,,,,,,,,,,,,,,,,
3107,2021-05-04T09:10:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,7.33,7.0,7.0,0.004,0.01,91.1,,10.6,,10.1,,,,,,,,,,,,,,,,
3108,2021-05-05T09:35:00,464200,96000,SEA WATER,,,,,,,105.7,34.38,10.6,,9.49,0.0063,0.006999999999999999,0.0007,0.002,0.006999999999999999,4.2,0.8,0.2,12.93,600.0,464150.0,95916.0,0.014,7.15,2.2,0.049
3109,2021-05-05T09:47:00,466500,93300,SEA WATER,,,,,,,107.1,34.43,10.4,,9.65,0.0133,0.006999999999999999,0.0007,0.0052,0.014,2.3,0.84,0.2,29.34,700.0,466482.0,93320.0,0.021,7.15,2.32,0.05
3110,2021-05-13T09:10:00,468670,99700,ESTUARINE WATER,,,,,,,104.7,33.99,12.5,,9.05,0.0084,0.006999999999999999,0.0007,0.002,0.0091,6.1,2.7,0.2,15.3,715.0,468610.0,99730.0,0.0161,13.33,7.59,0.095
3111,2021-05-13T09:45:00,468380,101980,ESTUARINE WATER,,,,,,,99.3,33.62,13.3,,8.46,0.049,0.0089,0.001,0.002,0.05,5.4,2.2,0.2,4.48,1000.0,468298.0,102077.0,0.0589,13.33,8.34,0.22
3112,2021-05-13T10:14:00,467500,104000,ESTUARINE WATER,,,,,,,95.4,33.89,13.0,,8.16,0.006999999999999999,0.006999999999999999,0.0007,0.002,0.0077,8.4,1.6,0.2,2.89,815.0,467655.0,103354.0,0.0147,13.33,9.03,0.14
3113,2021-05-13T10:30:00,469000,101200,ESTUARINE WATER,,,,,,,104.6,33.99,12.5,,9.04,0.0063,0.006999999999999999,0.0007,0.002,0.006999999999999999,9.3,2.8,0.2,7.06,575.0,469082.0,101246.0,0.014,13.33,9.19,0.08800000000000001
3114,2021-05-13T10:39:00,470300,102000,ESTUARINE WATER,,,,,,,104.8,33.96,12.6,,9.04,0.0063,0.006999999999999999,0.0007,0.002,0.006999999999999999,8.6,2.2,0.2,6.65,660.0,470311.0,102109.0,0.014,13.33,9.28,0.09
3115,2021-05-13T11:03:00,470600,103800,ESTUARINE WATER,,,,,,,99.8,33.64,13.3,,8.5,0.0461,0.008,0.00092,0.002,0.047,6.1,1.8,0.2,5.41,810.0,470562.0,103795.0,0.055,13.33,9.52,0.2
3116,2021-05-13T11:26:00,470300,104550,ESTUARINE WATER,,,,,,,97.9,33.36,13.5,,8.32,0.0869,0.012,0.0041,0.002,0.091,4.6,1.4,0.2,3.57,1000.0,470297.0,104578.0,0.103,13.33,10.15,0.28
3117,2021-05-13T11:38:00,471800,104300,ESTUARINE WATER,,,,,,,99.4,33.05,13.4,,8.48,0.108,0.01,0.0019,0.002,0.11,4.5,2.1,0.2,3.14,1000.0,471569.0,104244.0,0.12,13.33,10.27,0.32
3118,2021-05-14T10:28:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,4.28,,,,,,,,,,,,,,,,,
3119,2021-05-18T12:16:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,5.7,,0.1,1.9,,,,,,,,,,,,,,,,,,,,,
3120,2021-05-28T14:41:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,8.88,2.8,2.76,0.038,0.12,133.7,,18.0,,12.6,,,,,,,,,,,,,,,,
3121,2021-06-08T07:36:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,7.45,7.1,7.1,0.004,0.016,91.5,,11.2,,10.0,,,,,,,,,,,,,,,,
3122,2021-06-08T07:55:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,8.7,,0.1,3.3,,,,,,,,,,,,,,,,,,,,,
3123,2021-06-12T09:45:00,468670,99700,ESTUARINE WATER,,,,,,,105.1,34.12,17.2,,8.25,0.0044,0.006999999999999999,0.0026,0.002,0.006999999999999999,1.8,0.5,0.2,13.14,1020.0,468646.0,99711.0,0.014,13.49,8.23,0.075
3124,2021-06-12T10:00:00,468380,101980,ESTUARINE WATER,,,,,,,100.1,34.01,18.0,,7.74,0.0093,0.006999999999999999,0.0007,0.002,0.01,3.4,1.3,0.2,4.16,1020.0,468334.0,102026.0,0.017,13.49,8.38,0.13
3125,2021-06-12T10:11:00,467500,104000,ESTUARINE WATER,,,,,,,95.4,34.07,18.2,,7.35,0.00626,0.011,0.00074,0.0029,0.006999999999999999,4.4,1.9,0.2,2.84,1040.0,467642.0,103310.0,0.018000000000000002,13.49,8.49,0.16
3126,2021-06-12T10:32:00,469000,101200,ESTUARINE WATER,,,,,,,105.3,34.1,17.1,,8.28,0.0063,0.006999999999999999,0.0007,0.002,0.006999999999999999,2.0,1.1,0.2,6.39,1000.0,469051.0,101216.0,0.014,13.49,9.1,0.07400000000000001
3127,2021-06-12T10:42:00,470300,102000,ESTUARINE WATER,,,,,,,104.5,34.04,17.5,,8.16,0.0072,0.006999999999999999,0.0022,0.002,0.0094,2.7,1.3,0.2,6.28,1020.0,470284.0,102039.0,0.0164,13.49,9.2,0.1
3128,2021-06-12T10:52:00,470600,103800,ESTUARINE WATER,,,,,,,103.0,33.93,18.4,,7.91,0.0112,0.0087,0.00081,0.002,0.012,3.0,1.7,0.2,4.51,1000.0,470575.0,103781.0,0.0207,13.49,9.3,0.15
3129,2021-06-12T10:59:00,470300,104550,ESTUARINE WATER,,,,,,,104.1,33.91,18.8,,7.94,0.0101,0.0082,0.00091,0.002,0.011,3.2,4.4,0.2,3.72,1000.0,470297.0,104603.0,0.0192,13.49,9.37,0.16
3130,2021-06-12T11:44:00,471800,104300,ESTUARINE WATER,,,,,,,114.1,33.54,18.8,,8.72,0.0686,0.0089,0.0014,0.002,0.07,6.3,6.8,0.2,2.89,1070.0,471659.0,104260.0,0.0789,13.49,10.22,0.29
3131,2021-06-15T09:03:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
3132,2021-06-16T10:12:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,4.85,,,,,,,,,,,,,,,,,
3133,2021-06-21T10:08:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.063,8.33,1.9,1.87,0.035,0.079,82.6,,14.7,,8.36,,,,,,,,,,,,,,,,
3134,2021-06-30T11:15:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,4.64,,,,,,,,,,,,,,,,,
3135,2021-07-08T14:36:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,7.5,,0.1,2.3,,,,,,,,,,,,,,,,,,,,,
3136,2021-07-12T11:02:00,468670,99700,ESTUARINE WATER,,,,,,,100.3,33.85,18.1,,7.75,0.0063,0.006999999999999999,0.0007,0.002,0.006999999999999999,1.7,2.5,0.2,11.4,0.0,468691.0,99638.0,0.014,14.07,9.25,0.11
3137,2021-07-12T11:14:00,468380,101980,ESTUARINE WATER,,,,,,,95.2,33.75,18.3,,7.33,0.0063,0.006999999999999999,0.0007,0.002,0.006999999999999999,2.8,3.1,0.2,4.7,0.0,468395.0,101911.0,0.014,14.07,9.37,0.14
3138,2021-07-12T11:28:00,467500,104000,ESTUARINE WATER,,,,,,,89.0,33.48,18.7,,6.82,0.0061600000000000005,0.011,0.00084,0.0046,0.006999999999999999,5.3,4.2,0.2,2.2,0.0,467573.0,103938.0,0.018000000000000002,14.07,9.51,0.26
3139,2021-07-12T11:47:00,469000,101200,ESTUARINE WATER,,,,,,,98.8,33.88,18.0,,7.65,0.0063,0.006999999999999999,0.0007,0.002,0.006999999999999999,2.4,1.7,0.2,8.0,0.0,468968.0,101142.0,0.014,14.07,10.1,0.12
3140,2021-07-12T11:54:00,470300,102000,ESTUARINE WATER,,,,,,,97.5,33.8,18.3,,7.51,0.0063,0.006999999999999999,0.0007,0.002,0.006999999999999999,2.0,1.5,0.2,6.3,0.0,470255.0,101963.0,0.014,14.07,10.17,0.12
3141,2021-07-12T12:05:00,470600,103800,ESTUARINE WATER,,,,,,,94.8,33.46,18.7,,7.26,0.0113,0.0082,0.0007099999999999999,0.0021,0.012,4.3,2.2,0.2,5.4,0.0,470579.0,103743.0,0.0202,14.07,10.28,0.25
3142,2021-07-12T12:11:00,470300,104550,ESTUARINE WATER,,,,,,,96.8,33.33,18.9,,7.39,0.0231,0.011,0.0009,0.0021,0.024,3.1,2.5,0.2,4.8,0.0,470337.0,104509.0,0.035,14.07,10.34,0.32
3143,2021-07-12T12:21:00,471800,104300,ESTUARINE WATER,,,,,,,94.6,33.44,19.0,,7.21,0.0123,0.0091,0.0007,0.0034,0.013,4.5,2.4,0.2,2.7,0.0,471743.0,104262.0,0.0221,14.07,10.44,0.26
3144,2021-07-13T10:41:00,464200,96000,SEA WATER,,,,,,,105.4,33.99,17.6,,8.22,0.0087,0.0081,0.0013,0.002,0.01,2.8,3.2,0.2,13.15,2000.0,464207.0,95942.0,0.0181,14.45,8.33,0.11
3145,2021-07-13T10:54:00,466500,93300,SEA WATER,,,,,,,106.6,33.99,17.7,,8.29,0.00689,0.006999999999999999,0.00081,0.002,0.0077,2.2,3.2,0.2,31.98,2000.0,466499.0,93153.0,0.0147,14.45,8.46,0.11
3146,2021-07-15T08:03:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.16,,,,,,,,,,,,,,,,,
3147,2021-07-19T13:15:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,7.76,6.5,6.5,0.004,0.011,104.6,,14.2,,10.7,,,,,,,,,,,,,,,,
3148,2021-07-20T09:44:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.18,,,,,,,,,,,,,,,,,
3149,2021-07-21T11:48:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.38,,,,,,,,,,,,,,,,,
3150,2021-07-26T14:40:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,8.63,3.1,3.07,0.034,0.12,130.2,,22.6,,11.2,,,,,,,,,,850.0,,,,,,
3151,2021-08-10T06:50:00,470680,105280,FINAL SEWAGE EFFLUENT,,,,,,,,,,3.33,,,,,,,,,,,,,,,,,
3152,2021-08-11T10:42:00,468670,99700,ESTUARINE WATER,,,,,,,96.1,33.09,19.0,,7.34,0.0449,0.016,0.0031,0.005,0.048,3.0,3.7,0.2,13.02,1050.0,468659.0,99713.0,0.064,14.26,8.47,0.41
3153,2021-08-11T10:55:00,468380,101980,ESTUARINE WATER,,,,,,,96.3,32.75,19.1,,7.35,0.0508,0.02,0.0032,0.0052,0.054000000000000006,5.6,3.9,0.2,2.94,1100.0,468347.0,102030.0,0.07400000000000001,14.26,9.0,0.47
3154,2021-08-11T11:07:00,467500,104000,ESTUARINE WATER,,,,,,,95.6,32.68,19.4,,7.26,0.0306,0.019,0.0024,0.0049,0.033,5.1,4.6,0.2,2.93,1000.0,467647.0,103289.0,0.052000000000000005,14.26,9.12,0.47
3155,2021-08-11T11:26:00,469000,101200,ESTUARINE WATER,,,,,,,98.9,33.17,19.1,,7.53,0.041,0.015,0.003,0.0045,0.044,4.6,4.1,0.2,5.93,1030.0,469013.0,101226.0,0.059,14.26,9.31,0.39
3156,2021-08-11T11:36:00,470300,102000,ESTUARINE WATER,,,,,,,97.7,33.2,19.1,,7.44,0.0419,0.018000000000000002,0.0031,0.0053,0.045,4.5,3.3,0.2,6.6,1000.0,470323.0,102045.0,0.063,14.26,9.41,0.4
3157,2021-08-11T11:47:00,470600,103800,ESTUARINE WATER,,,,,,,95.8,32.44,19.3,,7.3,0.0579,0.023,0.0031,0.0054,0.061,4.6,4.8,0.2,5.16,1000.0,470565.0,103825.0,0.084,14.26,9.52,0.49
3158,2021-08-11T11:54:00,470300,104550,ESTUARINE WATER,,,,,,,96.4,32.2,19.3,,7.36,0.0586,0.024,0.0034,0.0052,0.062,6.8,4.4,0.2,4.02,1090.0,470298.0,104628.0,0.086,14.26,9.59,0.51
3159,2021-08-11T12:54:00,471800,104300,ESTUARINE WATER,,,,,,,100.3,32.7,19.6,,7.59,0.0451,0.024,0.0029,0.006999999999999999,0.048,5.5,4.2,0.2,3.39,1010.0,471614.0,104277.0,0.07200000000000001,14.26,10.59,0.51
3160,2021-08-13T08:36:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,8.71,6.5,6.5,0.004,0.02,94.0,,12.4,,10.0,,,,,,,,,,,,,,,,
3161,2021-08-13T08:50:00,470680,105280,FINAL SEWAGE EFFLUENT,0.5,,6.1,,0.1,2.7,,,,,,,,,,,,,,,,,,,,,
